Player id,Player,Position,Number,D.O.B,Age,Height (cm),Country,Caps,International goals
279417,Cristhian NOBOA,Midfielder,6,09.04.1985,29,181,Ecuador,41,2
267647,Uwa ECHIEJILE,Defender,3,20.01.1988,26,185,Nigeria,41,2
196748,Philipp LAHM,Midfielder,16,11.11.1983,30,170,Germany,105,5
207946,Souleymane BAMBA,Defender,22,13.01.1985,29,190,Ivory Coast,42,2
286259,Alvaro GONZALEZ,Midfielder,20,29.10.1984,29,175,Uruguay,42,2
358022,Jose CHOLEVAS,Defender,20,27.06.1984,29,184,Greece,21,1
313805,Heiner MORA,Defender,8,20.06.1984,29,179,Costa Rica,21,1
233497,Masahiko INOHA,Defender,19,28.08.1985,28,179,Japan,21,1
311174,Fabian JOHNSON,Defender,23,11.12.1987,26,182,USA,21,1
356409,Admir MEHMEDI,Forward,18,16.03.1991,23,183,Switzerland,21,1
183893,Jermaine JONES,Midfielder,13,03.11.1981,32,184,USA,43,2
298664,Claudio MARCHISIO,Midfielder,8,19.01.1986,28,179,Italy,43,2
290824,Steven DEFOUR,Midfielder,16,15.04.1988,26,173,Belgium,43,2
229439,Gonzalo JARA,Defender,18,29.08.1985,28,177,Chile,65,3
175689,THIAGO MOTTA,Midfielder,5,28.08.1982,31,187,Italy,22,1
300237,Dmitry KOMBAROV,Defender,23,22.01.1987,27,182,Russia,22,1
358014,Blaise MATUIDI,Midfielder,14,09.04.1987,27,175,France,22,1
299896,Domagoj VIDA,Defender,21,29.04.1989,25,184,Croatia,22,1
289964,THIAGO SILVA,Defender,3,22.09.1984,29,182,Brazil,45,2
291372,Yuto NAGATOMO,Defender,5,12.09.1986,27,170,Japan,69,3
228617,Mauricio ISLA,Defender,4,12.06.1988,26,177,Chile,46,2
216715,Ron VLAAR,Defender,2,16.02.1985,29,190,Netherlands,23,1
305768,Leighton BAINES,Defender,3,11.12.1984,29,172,England,23,1
229440,Jose FUENZALIDA,Midfielder,19,22.02.1985,29,170,Chile,23,1
339551,Brayan BECKELES,Defender,21,28.11.1985,28,186,Honduras,23,1
200201,MIGUEL VELOSO,Midfielder,4,11.05.1986,28,181,Portugal,47,2
216650,Gelson FERNANDES,Midfielder,16,02.09.1986,27,179,Switzerland,47,2
216627,Valon BEHRAMI,Midfielder,11,19.04.1985,29,184,Switzerland,48,2
312679,HONG Jeongho,Defender,20,12.08.1989,24,188,South Korea,24,1
207888,Per MERTESACKER,Defender,17,29.09.1984,29,198,Germany,97,4
216069,Emir SPAHIC,Defender,4,18.08.1980,33,183,Bosnia & Herzegovina,74,3
239237,Carl MEDJANI,Defender,12,15.05.1985,29,180,Algeria,25,1
216006,Anthony VANDEN BORRE,Defender,21,24.10.1987,26,185,Belgium,25,1
307026,Cristian GAMBOA,Defender,16,24.10.1989,24,175,Costa Rica,25,1
347716,Hiroshi KIYOTAKE,Forward,8,12.11.1989,24,172,Japan,25,1
306634,Jonathan MENSAH,Defender,19,13.07.1990,23,182,Ghana,25,1
213878,Victor BERNARDEZ,Defender,5,24.05.1982,32,187,Honduras,76,3
229499,Diego GODIN,Defender,3,16.02.1986,28,185,Uruguay,76,3
186793,Vasily BEREZUTSKIY,Defender,14,20.06.1982,32,188,Russia,77,3
339447,Johnny ACOSTA,Defender,2,21.07.1983,30,175,Costa Rica,26,1
321971,Geoff CAMERON,Defender,20,11.07.1985,28,190,USA,26,1
296273,Alejandro BEDOYA,Midfielder,11,29.04.1987,27,178,USA,26,1
183796,Christian BOLANOS,Midfielder,7,17.05.1984,30,178,Costa Rica,54,2
296827,Rafik HALLICHE,Defender,5,02.09.1986,27,187,Algeria,28,1
181930,Jorge GUAGUA,Defender,2,28.09.1981,32,179,Ecuador,58,2
288961,Ehsan HAJI SAFI,Midfielder,3,25.02.1990,24,177,Iran,58,2
181698,Aldo RAMIREZ,Midfielder,5,18.04.1981,33,175,Columbia,29,1
278732,Aurelien CHEDJOU,Defender,14,20.06.1985,28,185,Cameroon,29,1
286481,Maximiliano PEREIRA,Defender,16,08.06.1984,30,173,Uruguay,89,3
356711,Azubuike EGWUEKWE,Defender,6,16.07.1989,24,195,Nigeria,31,1
200199,JOAO MOUTINHO,Midfielder,8,08.09.1986,27,170,Portugal,66,2
358099,Senad LULIC,Midfielder,16,18.01.1986,28,183,Bosnia & Herzegovina,33,1
213879,Maynor FIGUEROA,Defender,3,02.05.1983,31,184,Honduras,100,3
268474,Atsuto UCHIDA,Defender,2,27.03.1988,26,176,Japan,67,2
216646,Blerim DZEMAILI,Midfielder,15,12.04.1986,28,179,Switzerland,34,1
290864,Toby ALDERWEIRELD,Defender,2,02.03.1989,25,186,Belgium,34,1
356459,Godfrey OBOABONA,Defender,14,16.09.1990,23,183,Nigeria,34,1
216642,Reto ZIEGLER,Defender,3,16.01.1986,28,183,Switzerland,35,1
296303,Juan Carlos GARCIA,Defender,6,08.03.1988,26,175,Honduras,35,1
175512,Kyle BECKERMAN,Midfielder,15,23.04.1982,32,181,USA,36,1
349578,Frickson ERAZO,Defender,3,05.05.1988,26,189,Ecuador,36,1
273291,Efe AMBROSE,Defender,5,18.10.1988,25,190,Nigeria,36,1
289027,Makoto HASEBE,Midfielder,17,18.01.1984,30,180,Japan,78,2
291329,Ismael TIOTE,Midfielder,9,21.06.1986,27,175,Ivory Coast,42,1
216645,Johan DJOUROU,Defender,20,18.01.1987,27,192,Switzerland,44,1
229436,Carlos CARMONA,Midfielder,6,21.02.1987,27,179,Chile,44,1
185359,Diego PEREZ,Midfielder,15,18.05.1980,34,176,Uruguay,89,2
237071,Boniek GARCIA,Midfielder,14,04.09.1984,29,176,Honduras,90,2
197409,Matt McKAY,Midfielder,17,11.01.1983,31,174,Australia,46,1
207924,James MILNER,Midfielder,17,04.01.1986,28,175,England,46,1
238381,Samuel INKOOM,Defender,2,01.06.1989,25,179,Ghana,46,1
183798,Roy MILLER,Defender,19,24.11.1984,29,189,Costa Rica,47,1
182372,Javier MASCHERANO,Midfielder,14,08.06.1984,30,171,Argentina,96,2
216880,Thomas VERMAELEN,Defender,3,14.11.1985,28,178,Belgium,48,1
228351,Alexandros TZIOLIS,Midfielder,6,13.02.1985,29,190,Greece,49,1
229443,Juan ZUNIGA,Defender,18,14.12.1985,28,171,Columbia,49,1
197464,Glen JOHNSON,Defender,2,23.08.1984,29,180,England,51,1
200213,Pablo ARMERO,Defender,7,02.11.1986,27,174,Columbia,52,1
238112,Hector MORENO,Defender,15,17.01.1988,26,182,Mexico,52,1
267829,Martin CACERES,Defender,22,07.04.1987,27,178,Uruguay,56,1
209940,Junior DIAZ,Defender,15,12.09.1983,30,185,Costa Rica,61,1
276131,Walter GARGANO,Midfielder,5,23.07.1984,29,168,Uruguay,62,1
230117,Emilio IZAGUIRRE,Midfielder,7,10.05.1986,28,177,Honduras,65,1
216964,Nigel DE JONG,Midfielder,6,30.11.1984,29,174,Netherlands,70,1
198489,Arthur BOKA,Defender,3,02.04.1983,31,166,Ivory Coast,77,1
184373,Yasuyuki KONNO,Defender,15,25.01.1983,31,178,Japan,80,1
208120,Michael UMANA,Defender,4,16.07.1982,31,180,Costa Rica,81,1
209960,Francisco RODRIGUEZ,Defender,2,20.10.1981,32,191,Mexico,92,1
176971,Didier ZOKORA,Defender,5,14.12.1980,33,183,Ivory Coast,119,1
94918,Faryd MONDRAGON,Goalkeeper,22,21.06.1971,43,191,Columbia,50,0
178185,Noel VALLADARES,Goalkeeper,18,03.05.1977,37,178,Honduras,120,0
159304,Gianluigi BUFFON,Goalkeeper,1,28.01.1978,36,190,Italy,139,0
179048,Stipe PLETIKOSA,Goalkeeper,1,08.01.1979,35,193,Croatia,110,0
178420,Tim HOWARD,Goalkeeper,1,06.03.1979,35,187,USA,98,0
182021,Mickael LANDREAU,Goalkeeper,23,14.05.1979,35,184,France,11,0
184982,Nick RIMANDO,Goalkeeper,22,17.06.1979,35,182,USA,14,0
178958,Boubacar BARRY,Goalkeeper,1,30.12.1979,34,180,Ivory Coast,76,0
179038,JULIO CESAR,Goalkeeper,12,03.09.1979,34,179,Brazil,79,0
367333,Sergey RYZHIKOV,Goalkeeper,16,19.09.1980,33,192,Russia,1,0
358097,Asmir AVDUKIC,Goalkeeper,22,13.05.1981,33,190,Bosnia & Herzegovina,3,0
195223,Roman WEIDENFELLER,Goalkeeper,22,06.08.1980,33,188,Germany,2,0
209168,Eugene GALEKOVIC,Goalkeeper,18,12.06.1981,33,186,Australia,8,0
214377,Andrea BARZAGLI,Defender,15,08.05.1981,33,186,Italy,47,0
176644,Iker CASILLAS,Goalkeeper,1,20.05.1981,33,185,Spain,153,0
215484,Loukas VYNTRA,Defender,11,05.02.1981,33,184,Greece,49,0
178630,Johnny HERRERA,Goalkeeper,23,09.05.1981,33,183,Chile,7,0
298516,Rahman AHMADI,Goalkeeper,1,30.07.1980,33,182,Iran,11,0
356612,Hugo CAMPAGNARO,Defender,3,27.06.1980,33,181,Argentina,13,0
213871,Donis ESCOBER,Goalkeeper,22,03.02.1981,33,180,Honduras,20,0
195231,Jose CORONA,Goalkeeper,1,26.01.1981,33,178,Mexico,32,0
212246,Patrice EVRA,Defender,3,15.05.1981,33,171,France,57,0
215471,Vangelis MORAS,Defender,5,26.08.1981,32,193,Greece,18,0
274703,Agustin ORION,Goalkeeper,12,26.07.1981,32,190,Argentina,3,0
214404,BETO,Goalkeeper,22,01.05.1982,32,183,Portugal,7,0
181951,Brad DAVIS,Midfielder,14,08.11.1981,32,180,USA,16,0
214874,Patrick PEMBERTON,Goalkeeper,18,24.04.1982,32,178,Costa Rica,20,0
207809,MAXWELL,Defender,14,27.08.1981,32,177,Brazil,8,0
210702,Danijel PRANJIC,Defender,3,02.12.1981,32,172,Croatia,49,0
286238,Egidio AREVALO,Midfielder,17,01.01.1982,32,168,Uruguay,54,0
309426,VICTOR,Goalkeeper,22,21.01.1983,31,195,Brazil,6,0
253999,Ben FOSTER,Goalkeeper,13,03.04.1983,31,193,England,6,0
184320,JEFFERSON,Goalkeeper,1,02.01.1983,31,190,Brazil,9,0
175546,Alfredo TALAVERA,Goalkeeper,12,18.09.1982,31,188,Mexico,14,0
175413,Pepe REINA,Goalkeeper,23,31.08.1982,31,187,Spain,32,0
299066,EDUARDO,Goalkeeper,1,19.09.1982,31,187,Portugal,33,0
175629,Martin SILVA,Goalkeeper,23,25.03.1983,31,187,Uruguay,4,0
216990,Charles ITANDJE,Goalkeeper,16,02.11.1982,31,185,Cameroon,9,0
202650,Claudio BRAVO,Goalkeeper,1,13.04.1983,31,185,Chile,79,0
198117,Eiji KAWASHIMA,Goalkeeper,1,20.03.1983,31,185,Japan,56,0
189300,Vincent ENYEAMA,Goalkeeper,1,29.08.1982,31,185,Nigeria,90,0
196620,Steve VON BERGEN,Defender,5,10.06.1983,31,183,Switzerland,41,0
254141,Bacary SAGNA,Defender,15,14.02.1983,31,175,France,40,0
275793,Oscar BAGUI,Defender,18,10.12.1982,31,170,Ecuador,21,0
196633,Diego BENAGLIO,Goalkeeper,1,08.09.1983,30,195,Switzerland,57,0
306144,Mariano ANDUJAR,Goalkeeper,21,30.07.1983,30,194,Argentina,10,0
349832,Jose Maria BASANTA,Defender,23,03.04.1984,30,188,Argentina,8,0
184856,Austine EJIDE,Goalkeeper,16,08.04.1984,30,186,Nigeria,31,0
299904,Mensur MUJDZA,Midfielder,13,28.03.1984,30,184,Bosnia & Herzegovina,24,0
254089,Michel VORM,Goalkeeper,22,20.10.1983,30,183,Netherlands,14,0
354873,Mehdi MOSTEFA,Midfielder,22,30.08.1983,30,182,Algeria,22,0
216432,Yury ZHIRKOV,Forward,18,20.08.1983,30,180,Russia,60,0
306180,Benoit ASSOU EKOTTO,Defender,2,24.03.1984,30,178,Cameroon,21,0
329737,Ghasem HADADIFAR,Midfielder,11,12.07.1983,30,178,Iran,16,0
254091,Paul VERHAEGH,Defender,12,01.09.1983,30,178,Netherlands,2,0
358893,Andrey ESHCHENKO,Defender,22,09.02.1984,30,177,Russia,11,0
216438,Igor DENISOV,Midfielder,7,17.05.1984,30,176,Russia,43,0
317072,Henri BEDIMO,Defender,12,04.06.1984,30,176,Cameroon,30,0
321682,Medhi LACEN,Midfielder,8,15.03.1984,30,175,Algeria,29,0
202280,Luis SARITAMA,Midfielder,19,20.10.1983,30,175,Ecuador,48,0
306206,Khosro HEYDARI,Forward,2,14.09.1983,30,175,Iran,47,0
214571,Rio MAVUBA,Midfielder,12,08.03.1984,30,172,France,11,0
214407,JOAO PEREIRA,Defender,21,25.02.1984,30,172,Portugal,35,0
276139,Brad GUZAN,Goalkeeper,12,09.09.1984,29,193,USA,25,0
357990,Gordon SCHILDENFELD,Defender,13,18.03.1985,29,191,Croatia,21,0
299887,Danijel SUBASIC,Goalkeeper,23,27.10.1984,29,191,Croatia,6,0
198546,JUNG Sungryong,Goalkeeper,1,04.01.1985,29,190,South Korea,60,0
297230,Osman CHAVEZ,Defender,2,29.07.1984,29,187,Honduras,54,0
182479,Chigozie AGBIM,Goalkeeper,21,28.11.1984,29,187,Nigeria,14,0
305708,Mohamed ZEMMAMOUCHE,Goalkeeper,16,19.03.1985,29,187,Algeria,7,0
378836,Marco PAROLO,Midfielder,18,25.01.1985,29,186,Italy,3,0
182620,Alex WILKINSON,Defender,22,13.08.1984,29,183,Australia,2,0
229450,Gabriel ACHILIER,Defender,21,24.03.1985,29,183,Ecuador,22,0
356166,Cedric SI MOHAMMED,Goalkeeper,1,09.01.1985,29,182,Algeria,1,0
298676,HA Daesung,Midfielder,8,02.03.1985,29,182,South Korea,13,0
299064,RUBEN AMORIM,Midfielder,20,27.01.1985,29,180,Portugal,11,0
376071,Fatawu DAUDA,Goalkeeper,16,06.04.1985,29,180,Ghana,17,0
323339,Djamel MESBAH,Defender,6,09.10.1984,29,179,Algeria,26,0
367555,Die SEREY,Midfielder,20,07.11.1984,29,179,Ivory Coast,6,0
276132,Jorge FUCILE,Defender,4,19.11.1984,29,177,Uruguay,41,0
182379,Pablo ZABALETA,Defender,4,16.01.1985,29,174,Argentina,36,0
228912,Manuel NEUER,Goalkeeper,1,27.03.1986,28,193,Germany,45,0
229498,Fernando MUSLERA,Goalkeeper,1,16.06.1986,28,190,Uruguay,57,0
228328,Orestis KARNEZIS,Goalkeeper,1,11.07.1985,28,189,Greece,18,0
302630,Maximo BANGUERA,Goalkeeper,1,16.12.1985,28,187,Ecuador,24,0
233333,Gabriel PALETTA,Defender,20,15.02.1986,28,187,Italy,2,0
216820,Raul ALBIOL,Defender,2,04.09.1985,28,187,Spain,46,0
323326,Rais MBOLHI,Goalkeeper,23,25.04.1986,28,186,Algeria,27,0
215017,Igor AKINFEEV,Goalkeeper,1,08.04.1986,28,185,Russia,68,0
358012,Laurent KOSCIELNY,Defender,21,10.09.1985,28,185,France,17,0
215285,Guillermo OCHOA,Goalkeeper,13,13.07.1985,28,185,Mexico,56,0
214581,Shusaku NISHIKAWA,Goalkeeper,12,18.06.1986,28,183,Japan,12,0
301165,Oscar GRANADOS,Midfielder,13,25.10.1985,28,183,Costa Rica,11,0
200259,Dany NOUNKEU,Defender,5,11.04.1986,28,183,Cameroon,15,0
280487,Carlos SANCHEZ,Midfielder,6,06.02.1986,28,182,Columbia,43,0
359997,Avdija VRSAJEVIC,Midfielder,2,06.03.1986,28,182,Bosnia & Herzegovina,13,0
199160,Daniel CAMBRONERO,Goalkeeper,23,08.01.1986,28,181,Costa Rica,2,0
290822,Laurent CIMAN,Defender,23,05.08.1985,28,180,Belgium,8,0
278126,KIM Changsoo,Defender,2,12.09.1985,28,179,South Korea,8,0
349582,Francisco SILVA,Midfielder,5,11.02.1986,28,178,Chile,11,0
201001,Fernando GAGO,Midfielder,5,10.04.1986,28,178,Argentina,47,0
200133,Lucas BIGLIA,Midfielder,6,30.01.1986,28,175,Argentina,17,0
268911,Toshihiro AOYAMA,Midfielder,14,22.02.1986,28,174,Japan,5,0
200205,VIEIRINHA,Forward,10,24.01.1986,28,170,Portugal,7,0
303419,Alexander DOMINGUEZ,Goalkeeper,22,05.06.1987,27,196,Ecuador,18,0
266783,Sergio ROMERO,Goalkeeper,1,22.02.1987,27,192,Argentina,45,0
299956,Joe HART,Goalkeeper,1,19.04.1987,27,191,England,40,0
360111,Panagiotis GLYKOS,Goalkeeper,12,10.10.1986,27,190,Greece,2,0
298655,Salvatore SIRIGU,Goalkeeper,12,12.01.1987,27,190,Italy,8,0
271043,DAVID LUIZ,Defender,4,22.04.1987,27,189,Brazil,35,0
359448,Stephane RUFFIER,Goalkeeper,16,27.09.1986,27,188,France,2,0
297105,Hugo LLORIS,Goalkeeper,1,26.12.1986,27,188,France,56,0
200209,Cristian ZAPATA,Defender,2,30.09.1986,27,187,Columbia,23,0
200130,Ezequiel GARAY,Defender,2,10.10.1986,27,186,Argentina,18,0
291332,Ousmane DIARRASSOUBA,Defender,2,21.12.1986,27,186,Ivory Coast,1,0
298613,HENRIQUE,Defender,15,14.10.1986,27,186,Brazil,5,0
369983,Aleksei KOZLOV,Defender,2,25.12.1986,27,185,Russia,10,0
358046,Vladimir GRANAT,Defender,13,22.05.1987,27,184,Russia,4,0
199175,Keylor NAVAS,Goalkeeper,1,15.12.1986,27,184,Costa Rica,52,0
367433,Matt BESLER,Defender,5,11.02.1987,27,182,USA,16,0
329745,Hossein MAHINI,Defender,13,16.09.1986,27,182,Iran,21,0
363578,LEE Yong,Defender,12,24.12.1986,27,180,South Korea,11,0
267344,Mehrdad POOLADI,Defender,23,26.02.1987,27,180,Iran,19,0
298662,Antonio CANDREVA,Midfielder,6,28.02.1987,27,180,Italy,19,0
296312,Edder DELGADO,Midfielder,12,20.11.1986,27,179,Honduras,26,0
321731,Ioannis MANIATIS,Midfielder,2,12.10.1986,27,178,Greece,29,0
359375,SAMMIR,Midfielder,19,23.04.1987,27,178,Croatia,5,0
379889,Steven BEITASHOUR,Defender,20,01.02.1987,27,178,Iran,6,0
240718,Constant DJAKPA,Defender,18,17.10.1986,27,177,Ivory Coast,4,0
268411,PARK Jooho,Defender,22,16.01.1987,27,174,South Korea,13,0
294626,Harrison AFFUL,Defender,23,24.07.1986,27,168,Ghana,40,0
362881,Fraser FORSTER,Goalkeeper,22,17.03.1988,26,201,England,1,0
230121,Asmir BEGOVIC,Goalkeeper,1,20.06.1987,26,198,Bosnia & Herzegovina,30,0
346763,Alireza HAGHIGHI,Goalkeeper,12,02.05.1988,26,193,Iran,4,0
298738,Simon MIGNOLET,Goalkeeper,12,06.03.1988,26,193,Belgium,14,0
379888,Daniel DAVARI,Goalkeeper,22,06.01.1988,26,193,Iran,4,0
232760,Tim KRUL,Goalkeeper,23,03.04.1988,26,193,Netherlands,5,0
353237,Adam KWARASEY,Goalkeeper,12,12.12.1987,26,190,Ghana,21,0
359436,EDER,Forward,11,22.12.1987,26,190,Portugal,7,0
269768,RUI PATRICIO,Goalkeeper,12,15.02.1988,26,189,Portugal,29,0
349631,Ricardo ALVAREZ,Midfielder,19,12.04.1988,26,188,Argentina,5,0
354883,Liassine CADAMURO,Defender,17,05.03.1988,26,187,Algeria,6,0
299090,Sokratis PAPASTATHOPOULOS,Defender,19,09.06.1988,26,186,Greece,47,0
359428,LUIS NETO,Defender,14,26.05.1988,26,186,Portugal,7,0
360109,Panagiotis KONE,Midfielder,8,26.07.1987,26,184,Greece,15,0
319298,Georgios TZAVELAS,Defender,3,26.11.1987,26,183,Greece,13,0
200261,Alexandre SONG,Midfielder,6,09.09.1987,26,183,Cameroon,46,0
228624,Cristopher TOSELLI,Goalkeeper,12,15.06.1988,26,181,Chile,4,0
370062,Ivan FRANJIC,Defender,2,10.09.1987,26,180,Australia,8,0
349576,Juan PAREDES,Defender,4,08.07.1987,26,179,Ecuador,37,0
361222,Adam LALLANA,Midfielder,20,10.05.1988,26,179,England,4,0
228942,Alessio CERCI,Forward,11,23.07.1987,26,177,Italy,11,0
298677,Jonathan DE GUZMAN,Midfielder,8,13.09.1987,26,174,Netherlands,10,0
355023,Allan NYOM,Defender,22,10.05.1988,26,170,Cameroon,9,0
379264,Jose VAZQUEZ,Midfielder,23,14.03.1988,26,164,Mexico,4,0
234405,Omar GONZALEZ,Defender,3,11.10.1988,25,195,USA,19,0
299442,Jerome BOATENG,Defender,20,03.09.1988,25,192,Germany,38,0
359993,Toni SUNJIC,Defender,15,15.12.1988,25,192,Bosnia & Herzegovina,7,0
379985,Andrey SEMENOV,Defender,5,24.03.1989,25,191,Russia,1,0
356933,Mitch LANGERAK,Goalkeeper,12,22.08.1988,25,191,Australia,3,0
353379,Reza HAGHIGHI,Midfielder,8,01.02.1989,25,190,Iran,7,0
362649,Andreas SAMARIS,Midfielder,22,13.06.1989,25,190,Greece,4,0
270714,Javi MARTINEZ,Midfielder,4,02.09.1988,25,190,Spain,16,0
367558,Sylvain GBOHOUO,Goalkeeper,16,29.10.1988,25,190,Ivory Coast,2,0
303034,Sergio BUSQUETS,Midfielder,16,16.07.1988,25,189,Spain,65,0
229051,Matthew SPIRANOVIC,Defender,6,27.06.1988,25,188,Australia,17,0
349568,Adrian BONE,Goalkeeper,12,08.09.1988,25,188,Ecuador,3,0
367920,Diego COSTA,Forward,19,07.10.1988,25,188,Spain,3,0
321734,Shuichi GONDA,Goalkeeper,23,03.03.1989,25,187,Japan,2,0
302381,Ron-Robert ZIELER,Goalkeeper,12,12.02.1989,25,187,Germany,3,0
358738,Jasper CILLESSEN,Goalkeeper,1,22.04.1989,25,187,Netherlands,7,0
358694,Kevin GROSSKREUTZ,Defender,2,19.07.1988,25,186,Germany,4,0
312987,Oscar DUARTE,Defender,6,03.06.1989,25,184,Costa Rica,10,0
228686,David OSPINA,Goalkeeper,1,31.08.1988,25,183,Columbia,43,0
319460,Yann SOMMER,Goalkeeper,12,17.12.1988,25,183,Switzerland,6,0
295149,James HOLLAND,Midfielder,16,15.05.1989,25,180,Australia,13,0
291398,PARK Jongwoo,Midfielder,15,10.03.1989,25,180,South Korea,10,0
332293,Giovanni SIO,Forward,21,31.03.1989,25,180,Ivory Coast,7,0
228691,Alexander MEJIA,Midfielder,15,11.07.1988,25,179,Columbia,8,0
358881,Alexey IONOV,Forward,21,18.02.1989,25,178,Russia,5,0
350129,Miguel PONCE,Defender,16,12.04.1989,25,175,Mexico,7,0
312234,Oliver BOZANIC,Midfielder,13,08.01.1989,25,167,Australia,3,0
356748,Chris SMALLING,Defender,12,22.11.1989,24,194,England,11,0
318688,Marcos ROJO,Defender,16,20.03.1990,24,189,Argentina,20,0
311850,Mohammed RABIU,Midfielder,17,31.12.1989,24,189,Ghana,16,0
319436,Leroy FER,Midfielder,18,05.01.1990,24,188,Netherlands,5,0
317056,Moussa SISSOKO,Midfielder,18,16.08.1989,24,187,France,16,0
356189,Jordan HENDERSON,Midfielder,14,17.06.1990,24,187,England,9,0
319428,Daryl JANMAAT,Defender,7,22.07.1989,24,186,Netherlands,15,0
367343,Yury LODYGIN,Goalkeeper,12,26.05.1990,24,186,Russia,2,0
359995,Ognjen VRANJES,Defender,6,24.10.1989,24,186,Bosnia & Herzegovina,13,0
365556,Timmy CHANDLER,Defender,21,29.03.1990,24,186,USA,12,0
306410,Ryan McGOWAN,Defender,19,15.08.1989,24,185,Australia,9,0
290931,Nicolas NKOULOU,Defender,3,27.03.1990,24,185,Cameroon,47,0
350003,Hiroki SAKAI,Defender,21,12.04.1990,24,185,Japan,17,0
306780,Ciro IMMOBILE,Forward,17,20.02.1990,24,184,Italy,2,0
374529,Anel HADZIC,Midfielder,21,16.08.1989,24,184,Bosnia & Herzegovina,2,0
274329,HAN Kookyoung,Midfielder,14,19.04.1990,24,183,South Korea,9,0
274283,YUN Sukyoung,Defender,3,13.02.1990,24,182,South Korea,3,0
356518,HWANG Seokho,Defender,6,27.06.1989,24,182,South Korea,3,0
288824,Matteo DARMIAN,Defender,4,02.12.1989,24,182,Italy,1,0
329092,Hector HERRERA,Midfielder,6,19.04.1990,24,180,Mexico,12,0
319432,Daley BLIND,Defender,5,09.03.1990,24,180,Netherlands,11,0
370438,Sammy NDJOCK,Goalkeeper,23,25.02.1990,24,178,Cameroon,2,0
270948,Cesar AZPILICUETA,Midfielder,22,28.08.1989,24,178,Spain,6,0
323574,Stephen ADAMS,Goalkeeper,1,28.09.1989,24,177,Ghana,6,0
365747,Edin VISCA,Forward,19,17.02.1990,24,172,Bosnia & Herzegovina,10,0
366309,Yacine BRAHIMI,Midfielder,11,08.02.1990,24,171,Algeria,5,0
350124,Javier AQUINO,Midfielder,20,11.02.1990,24,166,Mexico,21,0
305382,Sebastian COATES,Defender,19,07.10.1990,23,196,Uruguay,14,0
319413,Panagiotis TACHTSIDIS,Midfielder,23,15.02.1991,23,194,Greece,5,0
380069,Christoph KRAMER,Midfielder,23,19.02.1991,23,189,Germany,2,0
319340,Eliaquim MANGALA,Defender,13,13.02.1991,23,188,France,3,0
274281,KIM Seunggyu,Goalkeeper,21,30.09.1990,23,187,South Korea,5,0
368009,Ebenezer ODUNLAMI,Defender,12,30.04.1991,23,187,Nigeria,11,0
336434,Clement GRENIER,Midfielder,22,07.01.1991,23,186,France,5,0
323556,Konstantinos MANOLAS,Defender,4,14.06.1991,23,186,Greece,8,0
370523,Mathis BOLLY,Midfielder,6,14.11.1990,23,185,Ivory Coast,3,0
375453,ANDRE ALMEIDA,Defender,19,10.09.1990,23,185,Portugal,3,0
356710,Ruben GABRIEL,Midfielder,4,25.09.1990,23,184,Nigeria,10,0
364088,Faouzi GHOULAM,Defender,3,01.02.1991,23,184,Algeria,5,0
356712,Juwon OSHANIWA,Defender,13,14.09.1990,23,184,Nigeria,9,0
312116,Gaston RAMIREZ,Midfielder,18,02.12.1990,23,183,Uruguay,28,0
358869,Georgy SHCHENNIKOV,Defender,3,27.04.1991,23,179,Russia,3,0
379942,Riyad MAHREZ,Forward,21,21.02.1991,23,179,Algeria,1,0
321736,Gotoku SAKAI,Defender,3,14.03.1991,23,176,Japan,12,0
379974,Waylon FRANCIS,Defender,12,20.09.1990,23,175,Costa Rica,1,0
356466,Hotaru YAMAGUCHI,Midfielder,16,06.10.1990,23,173,Japan,11,0
371042,Isaac BRIZUELA,Midfielder,17,28.08.1990,23,173,Mexico,7,0
269071,Daniel OPARE,Defender,4,18.10.1990,23,172,Ghana,16,0
336869,Alex IBARRA,Midfielder,5,20.01.1991,23,171,Ecuador,17,0
270400,Luis GARRIDO,Midfielder,19,05.11.1990,23,170,Honduras,19,0
358106,Thibaut COURTOIS,Goalkeeper,1,11.05.1992,22,198,Belgium,16,0
320375,Joel MATIP,Midfielder,21,08.08.1991,22,194,Cameroon,22,0
313021,Stefan DE VRIJ,Defender,3,05.02.1992,22,190,Netherlands,11,0
379808,Tino Sven SUSIC,Midfielder,14,13.02.1992,22,186,Bosnia & Herzegovina,2,0
376349,WILLIAM,Midfielder,6,07.04.1992,22,185,Portugal,3,0
358009,Phil JONES,Defender,16,21.02.1992,22,185,England,9,0
376285,Aissa MANDI,Defender,20,22.10.1991,22,184,Algeria,2,0
358885,Maksim KANUNNIKOV,Forward,6,14.07.1991,22,184,Russia,2,0
336485,Sime VRSALJKO,Defender,2,10.01.1992,22,183,Croatia,6,0
379952,Erik DURM,Defender,15,12.05.1992,22,183,Germany,1,0
313051,Joel VELTMAN,Defender,13,15.01.1992,22,183,Netherlands,2,0
339117,Maty RYAN,Goalkeeper,1,08.04.1992,22,181,Australia,6,0
379164,Ben HALLORAN,Forward,10,14.06.1992,22,180,Australia,1,0
306364,Jason DAVIDSON,Defender,3,29.06.1991,22,179,Australia,6,0
346731,Bakhtiar RAHMANI,Midfielder,18,23.09.1991,22,179,Iran,3,0
307541,Yeltsin TEJEDA,Midfielder,17,17.03.1992,22,179,Costa Rica,22,0
